Item,TypeID,Volume_m3,Region_1,Region_2,Buy1,Sell1,Buy2,Sell2,Fee_per_m3,Profit_1,Profit_2,Profit_3,Profit_4,ROI_1,ROI_2,ROI_3,ROI_4,Timestamp
Nitrogen Isotopes,17888,0.03,jita,C-J6MT,725.0,789.8,873.2,917.9,1200,112.20000000000005,47.40000000000009,156.89999999999998,92.10000000000002,0.14743758212877797,0.05739888592879643,0.20617608409986857,0.11152821506418022,2025-11-02 06:29:51.694052
Oxygen Isotopes,17887,0.03,jita,C-J6MT,833.0,896.0,915.0,1016.0,1200,46.0,-17.0,147.0,84.0,0.05293440736478711,-0.018240343347639486,0.16915995397008055,0.09012875536480687,2025-11-02 06:29:51.696247
Hydrogen Isotopes,17889,0.03,jita,C-J6MT,666.1,723.9,692.3,749.7,1200,-9.800000000000068,-67.60000000000002,47.60000000000002,-10.199999999999932,-0.013958125623130705,-0.08895907356231086,0.06779661016949155,-0.01342281879194622,2025-11-02 06:29:51.691860
Helium Isotopes,16274,0.03,jita,C-J6MT,945.2,1064.0,936.2,1187.0,1200,-45.0,-163.79999999999995,205.79999999999995,87.0,-0.04586220953933958,-0.14890909090909088,0.20974317162657966,0.07909090909090909,2025-11-02 06:29:51.689664
Oxygen,3683,0.19,jita,C-J6MT,360.0,396.5,430.4,458.9,1200,-157.60000000000002,-194.10000000000002,-129.10000000000002,-165.60000000000002,-0.2680272108843538,-0.31080864691753407,-0.21955782312925173,-0.2651721377101682,2025-11-02 06:29:51.671826
Liquid Ozone,16273,0.4,jita,C-J6MT,132.1,143.9,82.06,107.0,1200,-530.04,-541.8399999999999,-505.1,-516.9,-0.8659369384087566,-0.8684725116204519,-0.8251919620976964,-0.8284981567558903,2025-11-02 06:29:51.683017
Heavy Water,16272,0.4,jita,C-J6MT,104.3,114.2,23.05,35.97,1200,-561.25,-571.1500000000001,-548.3299999999999,-558.23,-0.9605510867704947,-0.961208347357792,-0.9384391579667978,-0.9394648266576909,2025-11-02 06:29:51.685200
Mechanical Parts,3689,0.75,jita,C-J6MT,12080.0,12340.0,12430.0,14870.0,1200,-550.0,-810.0,1890.0,1630.0,-0.0423728813559322,-0.06117824773413897,0.14560862865947613,0.12311178247734139,2025-11-02 06:29:51.678556
Enriched Uranium,44,0.75,jita,C-J6MT,14120.0,14350.0,12900.0,14870.0,1200,-2120.0,-2350.0,-150.0,-380.0,-0.1411451398135819,-0.1540983606557377,-0.009986684420772303,-0.024918032786885248,2025-11-02 06:29:51.676321
Coolant,9832,0.75,jita,C-J6MT,12350.0,13440.0,11880.0,15020.0,1200,-1370.0,-2460.0,1770.0,680.0,-0.10339622641509434,-0.17154811715481172,0.13358490566037737,0.04741980474198047,2025-11-02 06:29:51.674091
Strontium Clathrates,16275,3.0,jita,C-J6MT,4400.0,4750.0,3531.0,3917.0,1200,-4469.0,-4819.0,-4083.0,-4433.0,-0.558625,-0.577125748502994,-0.510375,-0.5308982035928144,2025-11-02 06:29:51.687422
Oxygen Fuel Block,4312,5.0,jita,C-J6MT,19560.0,21380.0,21800.0,25470.0,1200,-3760.0,-5580.0,-90.0,-1910.0,-0.14710485133020346,-0.20379839298758218,-0.0035211267605633804,-0.06975894813732651,2025-11-02 06:29:51.705089
Nitrogen Fuel Block,4051,5.0,jita,C-J6MT,20240.0,20890.0,20040.0,24500.0,1200,-6200.0,-6850.0,-1740.0,-2390.0,-0.23628048780487804,-0.2547415396058014,-0.0663109756097561,-0.08888062476757158,2025-11-02 06:29:51.702894
Robotics,9848,3.0,jita,C-J6MT,87400.0,89900.0,84510.0,91480.0,1200,-6490.0,-8990.0,480.0,-2020.0,-0.07131868131868131,-0.09614973262032085,0.005274725274725275,-0.02160427807486631,2025-11-02 06:29:51.680794
Hydrogen Fuel Block,4246,5.0,jita,C-J6MT,20010.0,21290.0,16300.0,19160.0,1200,-9710.0,-10990.0,-6850.0,-8130.0,-0.3733179546328335,-0.4027116159765482,-0.263360246059208,-0.29791132282887506,2025-11-02 06:29:51.700685
Helium Fuel Block,4247,5.0,jita,C-J6MT,22750.0,24100.0,17200.0,25660.0,1200,-11550.0,-12900.0,-3090.0,-4440.0,-0.4017391304347826,-0.42857142857142855,-0.10747826086956522,-0.14750830564784054,2025-11-02 06:29:51.698453
