Item,TypeID,Volume_m3,Region_1,Region_2,Buy1,Sell1,Buy2,Sell2,Fee_per_m3,Profit_1,Profit_2,Profit_3,Profit_4,ROI_1,ROI_2,ROI_3,ROI_4,Timestamp
Nitrogen Isotopes,17888,0.03,jita,C-J6MT,726.0,789.9,873.2,918.1,1200,111.20000000000005,47.30000000000007,156.10000000000002,92.20000000000005,0.14593175853018378,0.05727085603583978,0.20485564304461945,0.11163579125802162,2025-11-02 04:25:37.773393
Oxygen Isotopes,17887,0.03,jita,C-J6MT,832.0,900.0,915.0,1016.0,1200,47.0,-21.0,148.0,80.0,0.05414746543778802,-0.022435897435897436,0.17050691244239632,0.08547008547008547,2025-11-02 04:25:37.775650
Hydrogen Isotopes,17889,0.03,jita,C-J6MT,665.0,724.0,692.0,714.8,1200,-9.0,-68.0,13.799999999999955,-45.200000000000045,-0.012838801711840228,-0.08947368421052632,0.019686162624821618,-0.05947368421052637,2025-11-02 04:25:37.771195
Helium Isotopes,16274,0.03,jita,C-J6MT,945.0,1065.0,936.2,1190.0,1200,-44.799999999999955,-164.79999999999995,209.0,89.0,-0.04566768603465846,-0.14968210717529515,0.2130479102956167,0.08083560399636694,2025-11-02 04:25:37.768960
Oxygen,3683,0.19,jita,C-J6MT,360.0,394.0,430.4,458.0,1200,-157.60000000000002,-191.60000000000002,-130.0,-164.0,-0.2680272108843538,-0.30803858520900324,-0.22108843537414966,-0.26366559485530544,2025-11-02 04:25:37.750990
Liquid Ozone,16273,0.4,jita,C-J6MT,132.0,144.0,82.06,85.98,1200,-529.94,-541.94,-526.02,-538.02,-0.8659150326797387,-0.8684935897435898,-0.8595098039215686,-0.8622115384615384,2025-11-02 04:25:37.762342
Heavy Water,16272,0.4,jita,C-J6MT,104.3,114.3,23.05,35.99,1200,-561.25,-571.25,-548.31,-558.31,-0.9605510867704947,-0.9612148746424366,-0.9384049289748416,-0.9394413595827024,2025-11-02 04:25:37.764539
Mechanical Parts,3689,0.75,jita,C-J6MT,12010.0,12330.0,12430.0,14870.0,1200,-480.0,-800.0,1960.0,1640.0,-0.037180480247869865,-0.06046863189720333,0.15182029434546862,0.12396069538926682,2025-11-02 04:25:37.757897
Enriched Uranium,44,0.75,jita,C-J6MT,14100.0,14370.0,12900.0,13350.0,1200,-2100.0,-2370.0,-1650.0,-1920.0,-0.14,-0.15520628683693516,-0.11,-0.12573673870333987,2025-11-02 04:25:37.755588
Coolant,9832,0.75,jita,C-J6MT,12590.0,13480.0,11880.0,13330.0,1200,-1610.0,-2500.0,-160.0,-1050.0,-0.11934766493699037,-0.17385257301808066,-0.011860637509266123,-0.07301808066759388,2025-11-02 04:25:37.753304
Strontium Clathrates,16275,3.0,jita,C-J6MT,4400.0,4750.0,3529.0,3878.0,1200,-4471.0,-4821.0,-4122.0,-4472.0,-0.558875,-0.5773652694610778,-0.51525,-0.5355688622754491,2025-11-02 04:25:37.766755
Oxygen Fuel Block,4312,5.0,jita,C-J6MT,19560.0,21740.0,21730.0,25470.0,1200,-3830.0,-6010.0,-90.0,-2270.0,-0.1498435054773083,-0.21665465032444123,-0.0035211267605633804,-0.081831290555155,2025-11-02 04:25:37.784587
Nitrogen Fuel Block,4051,5.0,jita,C-J6MT,20240.0,20880.0,20040.0,24480.0,1200,-6200.0,-6840.0,-1760.0,-2400.0,-0.23628048780487804,-0.2544642857142857,-0.06707317073170732,-0.08928571428571429,2025-11-02 04:25:37.782372
Robotics,9848,3.0,jita,C-J6MT,87400.0,90100.0,84500.0,90000.0,1200,-6500.0,-9200.0,-1000.0,-3700.0,-0.07142857142857142,-0.09818569903948772,-0.01098901098901099,-0.03948772678762007,2025-11-02 04:25:37.760135
Hydrogen Fuel Block,4246,5.0,jita,C-J6MT,20010.0,21250.0,16300.0,19170.0,1200,-9710.0,-10950.0,-6840.0,-8080.0,-0.3733179546328335,-0.4018348623853211,-0.2629757785467128,-0.29651376146788994,2025-11-02 04:25:37.780149
Helium Fuel Block,4247,5.0,jita,C-J6MT,22750.0,24080.0,17200.0,25660.0,1200,-11550.0,-12880.0,-3090.0,-4420.0,-0.4017391304347826,-0.42819148936170215,-0.10747826086956522,-0.14694148936170212,2025-11-02 04:25:37.777903
