timestamp,buyVolume,sellVolume,buyOrders,sellOrders,buyOutliers,sellOutliers,TotalVolume,NetVolume,VolumeRatio,BuyVolumeShare,SellVolumeShare,VolumeImbalance,OrderCountRatio,AvgBuyOrderSize,AvgSellOrderSize,OrderSizeRatio,LiquidityIndex,OrderFlowPressure,MarketDepthProxy,VolumeChange,VROC,VMomentum,VolumeVolatility,CoeffVariation
2025-11-09T14:20:21.949259+00:00,16411452498,22742371911,1536,3507,102,33,39153824409,-6330919413,0.7216244885196926,0.41915324353928557,0.5808467564607145,-0.16169351292142892,0.43798118049615054,10684539.38671875,6484850.844311377,1.647615287264689,7763994.528851874,-0.3908387864366449,7763994.528851874,57505682.0,0.0014708720378905254,-201752043.0,470101628.80303204,0.011859259261015083
2025-11-09T15:21:22.196933+00:00,17143820010,21507151210,1584,3489,104,33,38650971220,-4363331200,0.7971218429909388,0.44355470170252553,0.5564452982974745,-0.1128905965949489,0.45399828030954426,10823118.693181818,6164273.777586701,1.7557816352243596,7618957.465010841,-0.37551744529863984,7618957.465010841,-502853189.0,-0.012843015889002477,-1102486052.0,416389095.7438526,0.0105573516325632
2025-11-09T16:24:58.477747+00:00,17479691977,21221378521,1656,3427,102,33,38701070498,-3741686544,0.8236831532740747,0.45165913376745787,0.5483408662325421,-0.09668173246508423,0.48322147651006714,10555369.551328503,6192406.921797491,1.7045665255255158,7613824.611056463,-0.34841628959276016,7613824.611056463,50099278.0,0.0012961971308518131,-395248229.0,400598854.98015064,0.010193675312332518
2025-11-09T17:19:13.076149+00:00,17417491417,20807488540,1590,3459,101,32,38224979957,-3389997123,0.8370780252271618,0.45565730672961147,0.5443426932703885,-0.08868538654077704,0.45967042497831745,10954397.117610063,6015463.584851113,1.821039552994184,7570802.130520895,-0.3701723113487819,7570802.130520895,-476090541.0,-0.01230174087883702,-928844452.0,504322619.4490983,0.012879124893936247
2025-11-09T18:28:32.001759+00:00,18515710410,21072509901,1589,3451,101,32,39588220311,-2556799491,0.8786665896463208,0.46770757221574866,0.5322924277842513,-0.0645848555685027,0.460446247464503,11652429.458779106,6106203.970153579,1.9082935184829788,7854805.617261905,-0.36944444444444446,7854805.617261905,1363240354.0,0.03566359892231558,937249091.0,494035958.07925093,0.012619514805048783
2025-11-09T19:18:31.739998+00:00,18533801134,21017572216,1622,3457,101,32,39551373350,-2483771082,0.8818240729008089,0.46860069737628973,0.5313993026237103,-0.06279860524742056,0.46919294185710153,11426511.180024661,6079714.265548163,1.8794487176437094,7787236.335892892,-0.36129159283323486,7787236.335892892,-36846961.0,-0.0009307556821330937,850302852.0,481595371.2259971,0.01230541130734159
2025-11-09T20:23:40.572815+00:00,18534037683,20907301653,1620,3478,101,33,39441339336,-2373263970,0.8864863572837264,0.46991400380978177,0.5300859961902182,-0.06017199238043644,0.4657849338700403,11440764.001851851,6011300.072742956,1.9032095991560494,7736629.920753237,-0.3644566496665359,7736629.920753237,-110034014.0,-0.0027820529271204183,1216359379.0,489164256.6362149,0.01249407030344045
2025-11-09T21:20:14.135424+00:00,18200267297,21049491179,1616,3528,105,33,39249758476,-2849223882,0.8646416743392579,0.46370393102237545,0.5362960689776246,-0.0725921379552491,0.4580498866213152,11262541.644183168,5966409.064342404,1.887658308829766,7630201.881026438,-0.37169517884914466,7630201.881026438,-191580860.0,-0.004857361925971286,-338461835.0,485394218.4858056,0.012401128983114058
2025-11-09T22:23:12.993436+00:00,18160126241,20910386791,1622,3508,103,33,39070513032,-2750260550,0.8684739513673781,0.4648038848664791,0.5351961151335208,-0.07039223026704176,0.4623717217787913,11196132.084463624,5960771.605188142,1.8783024792828373,7616084.411695907,-0.3676413255360624,7616084.411695907,-179245444.0,-0.004566791006105247,-480860318.0,435107976.67463946,0.01113581738219647
2025-11-09T23:21:31.916302+00:00,18133352911,20801704577,1661,3512,103,33,38935057488,-2668351666,0.8717243745038885,0.4657333026049544,0.5342666973950456,-0.06853339479009118,0.4729498861047836,10917129.988561107,5923036.610763098,1.84316436078125,7526591.433984148,-0.35781944712932534,7526591.433984148,-135455544.0,-0.003466950738247475,-506281848.0,437124673.79153824,0.01119205034811481
